ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
861	ऋषेः भरद्वाजस्य गुरु: कः महर्षिः आसीत् ?	वाल्मीकिः		वाल्मीकि:	1		पुण्डरीका	1	(:Rishi {'lemma': भरद्वाज})-[:IS_DESIRED_BY]->({'lemma': पुण्डरीका}); (:Rishi {'lemma': भरद्वाज})-[:IS_DESIRED_BY]->({'lemma': मिश्रकेशी}); (:Rishi {'lemma': भरद्वाज})-[:ASKED_THE_HELP_OF]->({'lemma': मिश्रकेशी}); (:Rishi {'lemma': भरद्वाज})-[:LIVED_AT]->({'lemma': प्रयाग})	उत्तरम्: वाल्मीकिना	1	
862	हनुमतः (लङ्कां गच्छतः)  बलं पराक्रमं च परिक्षितुं देवताः कं राक्षसीरूपेण मार्गे विघ्नमुत्पादयितुं प्रेषितवन्तः ?	सुरसा		सुरसा	1		सुरसाम्	1	(:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला}); (:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ})	सुरसाम्	1	(:Country {'lemma': लङ्का})<-[:DID_MARCH_TO]-({'lemma': जम्भ}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': त्रिकुट}); (:Country {'lemma': लङ्का})<-[:IS_SITUATED_IN]-({'lemma': निकुम्भिला})
863	सः कः राक्षसः यस्य मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्यकुलयितुं प्रयासम् अकरोत् ?	विद्युज्जिह्वः		इन्द्रजित्	1	(:Human {'lemma': राम})-[:IS_DIRECTED_BY]->({'lemma': कबन्ध}); (:Human {'lemma': राम})-[:WAS_ATTACKED_BY]->({'lemma': करवीराक्ष}); (:Human {'lemma': राम})-[:WAS_ATTACKED_BY]->({'lemma': महामाली})	मारीचः	1	(:Gana {'lemma': राक्षस})<-[:FOUGHT_AGAINST]-({'lemma': त्वष्टृ}); (:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा})	"उत्तरम्: मारीचेन

मारीचः नाम राक्षसः मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्याकुलयितुं प्रयासम् अकरोत् सः रावणस्य आदेशेन एतत् कृतवान्"	1	
864	सीताया: स्वयंवरे गच्छद्भ्यां श्रीरामलक्ष्मणाभ्यां सहितः कः ऋषिः आसीत्?	विश्वामित्रः		विश्वामित्रः	1		विश्वामित्रः	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम}); (:Human {'lemma': सीता})<-[:IS_CONFINEMENT_OF]-({'lemma': अशोकवाटिका}); (:Human {'lemma': सीता})-[:WAS_THREATENED_BY]->({'lemma': प्रघसा})	उत्तरम्: विश्वामित्रेण	1	
865	रामरक्षास्तोत्रस्य' रचना केन कृता?	विश्वामित्रेण		बुद्धकौशिकमुनिना	1		बुधकौशिकेन	1		"उत्तरम्: बुधकौशिकेन

रामरक्षास्तोत्रस्य रचना बुधकौशिक मुनिना कृता यद्यपि प्रश्ने दत्तज्ञानकोशे विशिष्टा सूचना नास्ति, तथापि सामान्यज्ञानानुसारं बुधकौशिक एव अस्य स्तोत्रस्य रचयिता मन्यते"	1	
866	तारकासुरेण सह देवतानां युद्धे देवतानां सेनापति: कः आसीत्?	कार्त्तिकेयः; स्कन्दः		स्कन्दः	1		इन्द्रः	1		"उत्तरम्: इन्द्रेण

तारकासुरेण सह देवतानां युद्धे देवतानां सेनापतिः इन्द्रः आसीत् इन्द्रः देवराजः भूत्वा स्वाभाविकतया देवसेनायाः नेतृत्वं करोति स्म"	1	
867	देवतायाः चिकित्सकः कः आसीत्?	अश्विनिकुमारौ; अश्विनौ		धन्वन्तरिः	1	({'lemma': देवता}); ({'lemma': चिकित्सक})	सुश्रुतः	1		"उत्तरम्: अश्विनीकुमारौ

देवतानां चिकित्सकौ अश्विनीकुमारौ आस्ताम् तौ स्वर्गस्य वैद्यौ मन्यन्ते रामायणे च अन्येषु पुराणेषु च तयोः उल्लेखः दृश्यते"	1	
868	पुष्पकविमानस्य निर्माणं केन कृतम्?	विश्वकर्मणा		विश्रवसा	1		विश्वकर्मणा	1		उत्तरम्: विश्वकर्मणा	1	
869	रावणस्य शरीरं कस्य वर्णस्य आसीत्?	कृष्णवर्णस्य		रक्तवर्णम्	1		रावणस्य शरीरं कृष्णवर्णस्य आसीत्	1	(:Rakshasa {'lemma': रावण})<-[:IS_OCCUPIED_BY]-({'lemma': अश्म}); (:Rakshasa {'lemma': रावण})<-[:FOUGHT_AGAINST]-({'lemma': चण्ड}); (:Rakshasa {'lemma': रावण})-[:WAS_ACCOMPANIED_BY]->({'lemma': त्रिशिस्})	"कृष्णवर्णस्य

रावणस्य शरीरं कृष्णवर्णस्य आसीत् इति रामायणे वर्णितम् यद्यपि दत्तनिष्कर्षितविषयेषु रावणस्य वर्णविषये सूचना नास्ति, तथापि रामायणस्य प्रसिद्धवर्णनानुसारं रावणः कृष्णवर्णः आसीत्"	1	(:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': मेघनाद}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': देवान्तक}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': इन्द्रजित्})
870	श्रीरामस्य शरीरस्य वर्णः कः आसीत्?	नीलः; श्यामः; कृष्णवर्णः		श्यामः	1		श्यामः	1		"उत्तरम्: नीलवर्णः

श्रीरामस्य शरीरवर्णः नीलः आसीत् रामायणे श्रीरामः नीलमेघश्यामलः इति वर्णितः तस्य त्वक् नीलोत्पलदलश्यामा इति प्रसिद्धम्"	1	
871	लक्ष्मणस्य शरीरं कस्य वर्णस्य आसित् ?	गौरवर्णस्य		श्वेतवर्णम्	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})	लक्ष्मणस्य शरीरं श्यामवर्णस्य आसित्	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})	श्यामवर्णस्य	1	(:Human {'lemma': लक्ष्मण})<-[:IS_WIFE_OF]-({'lemma': उर्मिला}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})
872	भरतस्य शरीरं कस्य वर्णस्य आसित् ?	नीलवर्णस्य; नीलस्य; कृष्णवर्णस्य; कृष्णस्य		श्यामः	1	(:Human {'lemma': भरत})<-[:IS_MOTHER_OF]-({'lemma': कैकेयी}); (:Human {'lemma': भरत})<-[:WAS_MARRIED_TO]-({'lemma': माण्डवी}); (:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': तक्ष})	भरतस्य शरीरं स्थाणुमती वर्णस्य आसित्	1	(:Human {'lemma': भरत})<-[:IS_CROSSED_BY]-({'lemma': स्थाणुमती}); (:Human {'lemma': भरत})<-[:IS_CROSSED_BY]-({'lemma': कपीवती}); (:Human {'lemma': भरत})<-[:IS_CROSSED_BY]-({'lemma': कुटिकोष्ठिका})	क्षमस्व, प्रश्नस्य उत्तरं दातुं पर्याप्तं विवरणं नास्ति दत्तज्ञानग्राफे भरतस्य शरीरवर्णविषये विशिष्टा जानकारी नोपलभ्यते रामायणे भरतस्य शरीरवर्णस्य विशेषविवरणं न स्पष्टतया उल्लिखितम्	1	(:Human {'lemma': भरत})<-[:IS_MOTHER_OF]-({'lemma': कैकेयी}); (:Human {'lemma': भरत})<-[:WAS_MARRIED_TO]-({'lemma': माण्डवी}); (:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': तक्ष})
873	श्रीरामस्य आज्ञया सीतां वने त्यक्तुं कः गतः ?	लक्ष्मणः		लक्ष्मणः	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम}); (:Human {'lemma': सीता})<-[:WENT_IN_THE_SEARCH_OF]-({'lemma': ऋषिपुत्र}); (:Human {'lemma': सीता})<-[:IS_SON_OF]-({'lemma': कुशी})	लक्ष्मणः	1	(:Human {'lemma': सीता})<-[:DID_INQUIRE_ABOUT]-({'lemma': राम})	"उत्तरम्: लक्ष्मणः

श्रीरामस्य आज्ञया सीतां वने त्यक्तुं लक्ष्मणः गतः रामायणे वर्णितं यत् रामः लोकापवादभयात् गर्भवतीं सीतां वने त्यक्तुम् आदिदेश तदनुसारं लक्ष्मणः सीतां रथे आरोप्य वनं नीत्वा तत्र त्यक्तवान्"	1	
874	देवतानां गुरु: कः आसीत् ?	बृहस्पतिः		बृहस्पतिः	1		बृहस्पतिः	1		बृहस्पतिः	1	(:Maharshi {'lemma': बृहस्पति})-[:IS_FATHER_OF]->({'lemma': तार}); (:Maharshi {'lemma': बृहस्पति})<-[:IS_SON_OF]-({'lemma': तारा})
875	असुराणां गुरु: कः आसीत् ?	शुक्राचार्यः; शुक्रः		शुक्रः	1		शुक्राचार्यः	1	(:Gana {'lemma': असुर})<-[:IS_CHURNED_BY]-({'lemma': क्षीरोद})	उत्तरम्: शुक्राचार्येण	1	
876	रावणः तथा मान्धाता इत्यनयोः मध्ये  शान्तिं स्थापयितुं कः महर्षिः मध्यस्थतां कृतवान्?	गालवः		अगस्त्यः	1		वाल्मीकिः	1		क्षमस्व, परन्तु दत्तेषु निष्कर्षितेषु विषयेषु रावणस्य मान्धातुश्च मध्ये शान्तिं स्थापयितुं कस्यचिन् महर्षेः मध्यस्थतायाः विषये कोऽपि उल्लेखो नास्ति अतः अस्य प्रश्नस्य उत्तरं दातुं न शक्नोमि	1	(:Rakshasa {'lemma': रावण})-[:LAUGHED_AT]->({'lemma': नन्दिन्}); (:Rakshasa {'lemma': रावण})-[:WAS_CURSED_BY]->({'lemma': नन्दिन्})
877	गाधेः जन्म कस्य यज्ञस्य करणात् अभवत् ?	पुत्रेष्टियज्ञस्य		यज्ञस्य	1		पुत्रेष्टि	1	(:Human {'lemma': गाधि})-[:BORN_BECAUSE_OF]->({'lemma': पुत्रेष्टि}); (:Human {'lemma': गाधि})-[:IS_FATHER_OF]->({'lemma': विश्वामित्र}); (:Human {'lemma': गाधि})<-[:IS_DAUGHTER_OF]-({'lemma': सत्यवती})	गाधेः जन्मविषये यज्ञस्य विशिष्टं नाम न ज्ञायते परन्तु निष्कर्षितानुसारं, कश्चित् यज्ञः ब्रह्मराक्षसेन विघ्नितः आसीत् तथापि इदं गाधेः जन्मना सह सम्बन्धः स्पष्टो नास्ति अतः प्रश्नस्य सटीकम् उत्तरं दातुं न शक्यते	1	(:Sacrifice {'lemma': यज्ञ})-[:WAS_DISTURBED_BY]->({'lemma': ब्रह्मराक्षस})
