index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
870	871	लक्ष्मणस्य शरीरं कस्य वर्णस्य आसित् ?	गौरवर्णस्य		कृष्णवर्णस्य	लक्ष्मणस्य शरीरं सुवर्णवर्णस्य आसित्	कृष्णवर्णस्य	कृष्णवर्णस्य	['gaura varṇa']	kṛṣṇa varṇa	kṛṣṇa varṇa	lakṣmaṇa śarīra suvarṇa varṇa	kṛṣṇa varṇa
871	872	भरतस्य शरीरं कस्य वर्णस्य आसित् ?	नीलवर्णस्य; नीलस्य; कृष्णवर्णस्य; कृष्णस्य		श्यामवर्णम्	गौरवर्णस्य	कृष्णवर्णम्	कृष्णवर्णस्य	['nīla varṇa', 'nīla', 'kṛṣṇa varṇa', 'kṛṣṇa']	śyāma varṇa	kṛṣṇa varṇa	gaura varṇa	kṛṣṇa varṇa
872	873	श्रीरामस्य आज्ञया सीतां वने त्यक्तुं कः गतः ?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	लवणसमुद्रः	वानरराज लक्ष्मणः	['lakṣmaṇa']	lakṣmaṇa	lavaṇa samudra	lakṣmaṇa	vānara rāja lakṣmaṇa
873	874	देवतानां गुरु: कः आसीत् ?	बृहस्पतिः		बृहस्पतिः	बृहस्पतिः	बृहस्पति:	बृहस्पति:	['bṛhaspati']	bṛhaspati	bṛhaspati	bṛhaspati	bṛhaspati
874	875	असुराणां गुरु: कः आसीत् ?	शुक्राचार्यः; शुक्रः		शुक्राचार्य:	शुक्राचार्यः	रामेश्वरः	शुक्राचार्यः	['śukra ācārya', 'śukra']	śukra ācārya	rāmeśvara	śukra ācārya	śukra ācārya
875	876	रावणः तथा मान्धाता इत्यनयोः मध्ये  शान्तिं स्थापयितुं कः महर्षिः मध्यस्थतां कृतवान्?	गालवः		अत्रि:	गौतमः	वाल्मीकिः	विश्वामित्रः	['gālava']	atri	vālmīki	gautama	viśvāmitra
876	877	गाधेः जन्म कस्य यज्ञस्य करणात् अभवत् ?	पुत्रेष्टियज्ञस्य		अङ्गिरसः यज्ञात्	पुत्रकामेष्टि	सूर्यस्य यज्ञस्य	दशरथाचा	['putra iṣṭi yajña']	aṅgiras yajña	sūrya yajña	putra kāma iṣ	daśarathāca
877	878	मेघनादेन प्रयुक्तेन नागपाशेन बद्धौ श्रीरामलक्ष्मणौ कः मुक्तवान्?	गरुडः		गरुडः	गरुडः	हनुमानः	रामः	['garuḍa']	garuḍa	hanumant	garuḍa	rāma
878	879	विष्णुः वामनरूपेण कस्य गर्भात् जातः?	अदितेः		अदितेः	अदितेः	महाबली राक्षसराजस्य गर्भात्	भृगुनन्द्री	['aditi']	aditi	balin rākṣasa rāja garbha	aditi	bhṛgu nandrī
879	880	रामादिषु चतुर्षु भ्रातृषु द्वितीयः कः आसीत्?	भरतः		लक्ष्मण:	लक्ष्मणः	लक्ष्मणः	लक्ष्मणः	['bharata']	lakṣmaṇa	lakṣmaṇa	lakṣmaṇa	lakṣmaṇa
880	881	म्लेच्छानां उत्पत्तिः कुतः अजायत?	कामधेनोः रोमकूपात्		ध्यानं वेधशास्त्राणां विकारात्	वामनावतारे Bali चक्रवर्तिनः पाताले पतनानंतर तदीयानां ब्राह्मणानां वेदज्ञानं नष्टं जातम्  ते वेदशून्याः म्लेच्छाः	म्लेच्छाः रावणस्य जाताः	म्लेच्छानां उत्पत्तिः रावणाद्वंशात्	['kāmadhenu romakūpa']	dhyāna vedha śāstra vikāra	mleccha rāvaṇa jan	vāmana avatāra cakravartin pātāla patana itara tadīya brāhmaṇa veda jñāna naś jan veda śūnya mleccha	mleccha utpatti rāvaṇa vaṃśa
881	882	हनुमन्तं प्रथमतः कः रावणस्य पुरतः नीतवान्?	मेघनादः		विभीषणः	सीता	रामः	विभीषणः	['meghanāda']	vibhīṣaṇa	rāma	sītā	vibhīṣaṇa
882	883	ऋक्षबिले (गुहायां) हनुमदङ्गदादिभिस्सह कस्य साक्षात्कारः अभवत्?	स्वयंप्रभायाः		सुग्रीवस्य	सुग्रीवस्य	रामस्य	रामस्य	['svayamprabhā']	sugrīva	rāma	sugrīva	rāma
883	884	वनवासकाले श्रृङ्गवेरपुरे श्रीरामस्य पादौ कः प्राक्षालयत्?	केवटः; गुहः; निषादराजः		गुहः	निषादराजः	शबला	सुग्रीवः	['kevaṭa', 'guha', 'niṣāda rāja']	guha	śabalā	niṣāda rāja	sugrīva
884	885	गायत्रीमन्त्रे कस्य देवस्य आराधना अस्ति?	सूर्यस्य; सवितुः		सूर्यस्य	सवितुः	सावित्री	अग्नेः	['sūrya', 'savitṛ']	sūrya	sāvitrī	savitṛ	agni
885	886	पञ्चवट्यां सीताया: कुट्याः पुरतः रेखां कः अलिखत्?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	रामः	रामः	['lakṣmaṇa']	lakṣmaṇa	rāma	lakṣmaṇa	rāma
886	887	कः स ऋषिः यः 'मरा-मरा' इति जपं कृत्वा तपः अकरोत्?	वाल्मीकिः		वाल्मीकि	वाल्मीकिः	वशिष्ठः	वशिष्ठः	['vālmīki']	vālmīki	vaśiṣṭha	vālmīki	vaśiṣṭha
887	888	लोकपालानां गजाः किम् उच्यन्ते?	दिग्गजाः		दिग्गजाः	दिग्गजाः	गजेषु	गजवान	['diggaja']	diggaja	gaja	diggaja	gajavan
888	889	दशरथः कस्मै नृपतये स्वपुत्रीं पोष्यपुत्रिकारूपेण अयच्छत्?	रोमपादाय		जनकाय	लोमपादाय	रामायणेऽसीता	रामाय	['romapāda']	janaka	rāmāyaṇa ī	lomapāda	rāma
889	890	यदा श्रीरामः स्वर्णमृगं बाणेन हत्वा पातितवान् तदा तस्य मुखात् विलापस्वरेण किम् निर्गतम्?	हा सीते लक्ष्मणेति; हा सीते हा लक्ष्मण इति		सीतायाः नाम	"मारीचस्य मुखात् विलापस्वरेण ""हा सीते लक्ष्मण"" इति शब्दः निर्गतम्"	सीतामाता	सुवर्णम्	['hā sītā lakṣmaṇa', 'hā sītā hā lakṣmaṇa']	sītā	sītā mātṛ	mārīca mukha vilāpa svara hā sītā lakṣmaṇa śabda nirgam	suvarṇa
890	891	भरतस्य कः मंत्री श्रीरामस्य वनवासात् अयोध्याप्रत्यागमने तेषां स्वागतं कर्तुं गतः आसीत्?	अर्थसाधकः		सुमन्तः	भरतस्य मंत्री श्रीरामस्य वनवासात् अयोध्याप्रत्यागमने तेषां स्वागतं कर्तुं गतः आसीत् - शत्रुघ्नः	शत्रुघ्नः	विश्वामित्र	['artha sādhaka']	sumat	śatrughna	bharata maṃtrī śrī rāma vana vāsa ayodhyā pratyāgamana svāgata śatrughna	viśvāmitra
